name,nationality,description,wikipedia_url,image_url,publisher
Robert Jordan,,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for the Wheel of Time series, which comprises 14 books and a prequel novel. ",https://en.wikipedia.org/wiki/Robert_Jordan,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Robert_Jordan.jpg/250px-Robert_Jordan.jpg,"Palgrave Macmillan,Tor Books"
Robert Jordan,,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for the Wheel of Time series, which comprises 14 books and a prequel novel. ",https://en.wikipedia.org/wiki/Robert_Jordan,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Robert_Jordan.jpg/250px-Robert_Jordan.jpg,"Palgrave Macmillan,Tor Books"
Robert Jordan,,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for the Wheel of Time series, which comprises 14 books and a prequel novel. ",https://en.wikipedia.org/wiki/Robert_Jordan,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Robert_Jordan.jpg/250px-Robert_Jordan.jpg,"Palgrave Macmillan,Tor Books"
Robert Jordan,,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for the Wheel of Time series, which comprises 14 books and a prequel novel. ",https://en.wikipedia.org/wiki/Robert_Jordan,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Robert_Jordan.jpg/250px-Robert_Jordan.jpg,"Palgrave Macmillan,Tor Books"
Robert Jordan,,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for the Wheel of Time series, which comprises 14 books and a prequel novel. ",https://en.wikipedia.org/wiki/Robert_Jordan,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Robert_Jordan.jpg/250px-Robert_Jordan.jpg,"Palgrave Macmillan,Tor Books"
Lev Grossman,,"Lev Grossman is an American novelist and journalist, notably the author of the novels Warp, Codex, The Magicians, The Magician King, and The Magician's Land. He is a senior writer and book critic for TIME.",https://en.wikipedia.org/wiki/Lev_Grossman,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lev_grossman_2011.jpg/200px-Lev_grossman_2011.jpg,"Viking Press,Penguin Group"
Lev Grossman,,"Lev Grossman is an American novelist and journalist, notably the author of the novels Warp, Codex, The Magicians, The Magician King, and The Magician's Land. He is a senior writer and book critic for TIME.",https://en.wikipedia.org/wiki/Lev_Grossman,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lev_grossman_2011.jpg/200px-Lev_grossman_2011.jpg,"Viking Press,Penguin Group"
Lev Grossman,,"Lev Grossman is an American novelist and journalist, notably the author of the novels Warp, Codex, The Magicians, The Magician King, and The Magician's Land. He is a senior writer and book critic for TIME.",https://en.wikipedia.org/wiki/Lev_Grossman,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Lev_grossman_2011.jpg/200px-Lev_grossman_2011.jpg,"Viking Press,Penguin Group"
Khaled Hosseini,,"Khaled Hosseini is an Afghan-born American novelist and physician. After graduating from college, he worked as a doctor in California, an occupation that he likened to ""an arranged marriage"". ",https://en.wikipedia.org/wiki/Khaled_Hosseini,http://upload.wikimedia.org/wikipedia/commons/1/16/George_and_Laura_Bush_with_Khaled_Hosseini_in_2007_detail2.JPG,"Bloomsbury Publishing,Penguin Group"
Khaled Hosseini,,"Khaled Hosseini is an Afghan-born American novelist and physician. After graduating from college, he worked as a doctor in California, an occupation that he likened to ""an arranged marriage"". ",https://en.wikipedia.org/wiki/Khaled_Hosseini,http://upload.wikimedia.org/wikipedia/commons/1/16/George_and_Laura_Bush_with_Khaled_Hosseini_in_2007_detail2.JPG,"Bloomsbury Publishing,Penguin Group"
Stieg Larsson,Swedish,"Karl Stig-Erland ""Stieg"" Larsson was a Swedish journalist and writer. He is best known for writing the Millennium trilogy of crime novels, which were published posthumously and adapted as motion pictures. ",https://en.wikipedia.org/wiki/Stieg_Larsson,http://upload.wikimedia.org/wikipedia/en/1/1b/Stieg_Larsson.jpg,"Hachette UK, Vintage Books"
Stieg Larsson,Swedish,"Karl Stig-Erland ""Stieg"" Larsson was a Swedish journalist and writer. He is best known for writing the Millennium trilogy of crime novels, which were published posthumously and adapted as motion pictures. ",https://en.wikipedia.org/wiki/Stieg_Larsson,http://upload.wikimedia.org/wikipedia/en/1/1b/Stieg_Larsson.jpg,"Hachette UK, Vintage Books"
Stieg Larsson,Swedish,"Karl Stig-Erland ""Stieg"" Larsson was a Swedish journalist and writer. He is best known for writing the Millennium trilogy of crime novels, which were published posthumously and adapted as motion pictures. ",https://en.wikipedia.org/wiki/Stieg_Larsson,http://upload.wikimedia.org/wikipedia/en/1/1b/Stieg_Larsson.jpg,"Hachette UK, Vintage Books"
David Lagercrantz,,"David Lagercrantz is a Swedish journalist and best-selling author, internationally known as the author of I am Zlatan Ibrahimovic and The Girl in the Spiderês Web, the fourth instalment in the Millennium series originated by Stieg Larsson. ",https://en.wikipedia.org/wiki/David_Lagercrantz,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/David_Lagercrantz%2C_f%C3%B6rfattare.jpg/220px-David_Lagercrantz%2C_f%C3%B6rfattare.jpg,Hachette UK
Harper Lee,American,"Nelle Harper Lee, better known by her pen name Harper Lee, was an American novelist widely known for To Kill a Mockingbird, published in 1960. Immediately successful, it won the 1961 Pulitzer Prize and has become a classic of modern American literature. ",https://en.wikipedia.org/wiki/Harper_Lee,http://upload.wikimedia.org/wikipedia/commons/5/5f/HarperLee_2007Nov05.jpg,HarperCollins
Garth Nix,Australian,"Garth Richard Nix is an Australian writer who specialises in children's and young adult fantasy novels, notably the Old Kingdom, Seventh Tower and Keys to the Kingdom series. ",https://en.wikipedia.org/wiki/Garth_Nix,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Garth_nix_2012.jpg/250px-Garth_nix_2012.jpg,"William Morrow and Company,Hot Key Books,Allen & Unwin"
Garth Nix,Australian,"Garth Richard Nix is an Australian writer who specialises in children's and young adult fantasy novels, notably the Old Kingdom, Seventh Tower and Keys to the Kingdom series. ",https://en.wikipedia.org/wiki/Garth_Nix,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Garth_nix_2012.jpg/250px-Garth_nix_2012.jpg,"William Morrow and Company,Hot Key Books,Allen & Unwin"
Garth Nix,Australian,"Garth Richard Nix is an Australian writer who specialises in children's and young adult fantasy novels, notably the Old Kingdom, Seventh Tower and Keys to the Kingdom series. ",https://en.wikipedia.org/wiki/Garth_Nix,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Garth_nix_2012.jpg/250px-Garth_nix_2012.jpg,"William Morrow and Company,Hot Key Books,Allen & Unwin"
Garth Nix,Australian,"Garth Richard Nix is an Australian writer who specialises in children's and young adult fantasy novels, notably the Old Kingdom, Seventh Tower and Keys to the Kingdom series. ",https://en.wikipedia.org/wiki/Garth_Nix,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Garth_nix_2012.jpg/250px-Garth_nix_2012.jpg,"William Morrow and Company,Hot Key Books,Allen & Unwin"
Garth Nix,Australian,"Garth Richard Nix is an Australian writer who specialises in children's and young adult fantasy novels, notably the Old Kingdom, Seventh Tower and Keys to the Kingdom series. ",https://en.wikipedia.org/wiki/Garth_Nix,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Garth_nix_2012.jpg/250px-Garth_nix_2012.jpg,"William Morrow and Company,Hot Key Books,Allen & Unwin"
Anne Frank,German until 1941\nStateless from 1941,"Annelies Marie Frank was a German-born diarist and writer. One of the most discussed Jewish victims of the Holocaust, she gained fame posthumously following the publication of her diary, The Diary of a Young Girl, which documents her life in hiding from 1942 to 1944, during the German occupation of the Netherlands in World War II. ",https://en.wikipedia.org/wiki/Anne_Frank,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/AnneFrankSchoolPhoto.jpg/220px-AnneFrankSchoolPhoto.jpg,Bantam Books
Elie Wiesel,American,"Eliezer ""Elie"" Wiesel KBE was a Romanian-born American Jewish writer, professor, political activist, Nobel Laureate and Holocaust survivor. ",https://en.wikipedia.org/wiki/Elie_Wiesel,http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Elie_Wiesel_2012_Shankbone.JPG/220px-Elie_Wiesel_2012_Shankbone.JPG,Palgrave Macmillan
Oswald Spengler,,"Oswald Arnold Gottfried Spengler was a German historian and philosopher of history whose interests included mathematics, science, and art. He is best known for his book The Decline of the West, published in 1918 and 1922, covering all of world history. ",https://en.wikipedia.org/wiki/Oswald_Spengler,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Bundesarchiv_Bild_183-R06610%2C_Oswald_Spengler.jpg/220px-Bundesarchiv_Bild_183-R06610%2C_Oswald_Spengler.jpg,Oxford University Press
Jon Krakauer,,"Jon Krakauer is an American writer and mountaineer, primarily known for his writings about the outdoors, especially mountain-climbing. ",https://en.wikipedia.org/wiki/Jon_Krakauer,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Jon_Krakauer_speaking_in_2009.jpg/220px-Jon_Krakauer_speaking_in_2009.jpg,"Doubleday (publisher), Pan Books"
Jason Ananda Josephson,,,,,University of Chicago Press
Fyodor Dostoyevsky,Russian,"Fyodor Mikhailovich Dostoyevsky, sometimes transliterated Dostoevsky, was a Russian novelist, short story writer, essayist, journalist and philosopher. ",https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg/220px-Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg,BookRix
Mallory Ortberg,American,"Mallory Ortberg is an American author, editor, and a co-founder of the feminist general interest site The Toast. She previously wrote for Gawker and the Hairpin, where she met Toast co-founder Nicole Cliffe. ",https://en.wikipedia.org/wiki/Mallory_Ortberg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mallory_Ortberg_3.02.15.jpg/220px-Mallory_Ortberg_3.02.15.jpg,Holtzbrinck Publishing Group
Ernest Hemingway,,"Ernest Miller Hemingway was an American novelist, short story writer, and journalist. His economical and understated style had a strong influence on 20th-century fiction, while his life of adventure and his public image influenced later generations. ",https://en.wikipedia.org/wiki/Ernest_Hemingway,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/ErnestHemingway.jpg/220px-ErnestHemingway.jpg,"Simon & Schuster,Scholastic Corporation"
Ernest Hemingway,,"Ernest Miller Hemingway was an American novelist, short story writer, and journalist. His economical and understated style had a strong influence on 20th-century fiction, while his life of adventure and his public image influenced later generations. ",https://en.wikipedia.org/wiki/Ernest_Hemingway,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/ErnestHemingway.jpg/220px-ErnestHemingway.jpg,"Simon & Schuster,Scholastic Corporation"
Erik Larson (author),,"Erik Larson is an American journalist and author of nonfiction books. He has written a number of bestsellers, such as The Devil in the White City, about the 1893 World's Columbian Exposition in Chicago and a series of murders by H. H. ",https://en.wikipedia.org/wiki/Erik_Larson_(author),,Vintage Books
Amy Poehler,,"Amy Poehler is an American actress, comedian, director, producer, voice artist and writer. After studying improv at Chicago's Second City and ImprovOlympic in the early 1990s, she went to New York City in 1996 to become part of the improvisational comedy troupe Upright Citizens Brigade. ",https://en.wikipedia.org/wiki/Amy_Poehler,http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Amy_Poehler_2012.jpg/220px-Amy_Poehler_2012.jpg,HarperCollins
Sun Tzu,,"Sun Tzu was a Chinese general, military strategist, and philosopher who lived in the Spring and Autumn period of ancient China. ",https://en.wikipedia.org/wiki/Sun_Tzu,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Sunzi_%28Chinese_characters%29.svg/130px-Sunzi_%28Chinese_characters%29.svg.png,Mundus Publishing
14th Dalai Lama,,"The 14th Dalai Lama /_d__la_ _l__m_/, /_d_la_ _l__m_/ is the current Dalai Lama. Dalai Lamas are important monks of the Gelug school, the newest school of Tibetan Buddhism which is nominally headed by the Ganden Tripas. ",https://en.wikipedia.org/wiki/14th_Dalai_Lama,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Dalailama1_20121014_4639.jpg/220px-Dalailama1_20121014_4639.jpg,ReadHowYouWant.com
Walter Isaacson,,"Walter Isaacson FRSA is an American writer and journalist. He is the President and CEO of the Aspen Institute, a nonpartisan educational and policy studies organization based in Washington, D.C. ",https://en.wikipedia.org/wiki/Walter_Isaacson,http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Walter_Isaacson_VF_2012_Shankbone_2.JPG/220px-Walter_Isaacson_VF_2012_Shankbone_2.JPG,Simon & Schuster
Jerzy Kosi_ski,,"Jerzy Kosi_ski, born J„zef Lewinkopf, was an award-winning Polish-American novelist and two-time President of the American Chapter of P.E.N., who wrote primarily in English. ",https://en.wikipedia.org/wiki/Jerzy_Kosi%C5%84ski,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Jerzy_Kosinsky_%281969%29.jpg/220px-Jerzy_Kosinsky_%281969%29.jpg,Grove Press
Gary Younge,,"Gary Younge is a British journalist, author and broadcaster. He is a feature writer and columnist for The Guardian newspaper and writes a monthly column for The Nation, ""Beneath the Radar"".",https://en.wikipedia.org/wiki/Gary_Younge,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Younge-Gary.jpg/220px-Younge-Gary.jpg,Perseus Books Group
Rysa Walker,,"Rysa Walker is the winner of the 2013 Amazon Breakthrough Novel Award and author of novels called Timebound, Time's Edge, and a novella entitled Time's Echo. ",https://en.wikipedia.org/wiki/Rysa_Walker,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Rysa_Walker.jpg/225px-Rysa_Walker.jpg,Amazon Publishing
R. D. Laing,,"Ronald David Laing, usually cited as R. D. Laing, was a Scottish psychiatrist who wrote extensively on mental illness _ in particular, the experience of psychosis. ",https://en.wikipedia.org/wiki/R._D._Laing,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Ronald_D._Laing.jpg/220px-Ronald_D._Laing.jpg,Createspace Independent Publishing Platform
Vladimir Nabokov,,"Vladimir Vladimirovich Nabokov was a Russian-American novelist. His first nine novels were in Russian, and he achieved international prominence after he began writing English prose.\n",https://en.wikipedia.org/wiki/Vladimir_Nabokov,http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Vladimir_Nabokov_1969b.jpg/240px-Vladimir_Nabokov_1969b.jpg,Vintage Books
Oscar Wilde,Irish,"Oscar Fingal O'Flahertie Wills Wilde was an Irish playwright, novelist, essayist, and poet. After writing in different forms throughout the 1880s, he became one of London's most popular playwrights in the early 1890s. ",https://en.wikipedia.org/wiki/Oscar_Wilde,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Oscar_Wilde_Sarony.jpg/220px-Oscar_Wilde_Sarony.jpg,Kessinger Publishing
Chinua Achebe,Nigerian,"Chinua Achebe was a Nigerian novelist, poet, professor, and critic. His first novel Things Fall Apart is also considered his magnum opus, and is the most widely read book in modern African literature.\n",https://en.wikipedia.org/wiki/Chinua_Achebe,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Chinua_Achebe_-_Buffalo_25Sep2008_crop.jpg/220px-Chinua_Achebe_-_Buffalo_25Sep2008_crop.jpg,Fawcett Publications
Maurice Sendak,American,"Maurice Bernard Sendak was an American illustrator and writer of children's books. He became widely known for his book Where the Wild Things Are, first published in 1963. ",https://en.wikipedia.org/wiki/Maurice_Sendak,http://upload.wikimedia.org/wikipedia/en/thumb/1/11/Maurice-Sendak_portrait2.jpg/220px-Maurice-Sendak_portrait2.jpg,HarperCollins
Eric Carle,American,"Eric Carle is an American designer, illustrator, and writer of children's books. He is most famous for The Very Hungry Caterpillar, a picture book with few words that has been translated into more than 62 languages and sold more than 44 million copies. ",https://en.wikipedia.org/wiki/Eric_Carle,,Penguin Group
Margaret Wise Brown,American,"Margaret Wise Brown was an American writer of children's books, including the picture books Goodnight Moon and The Runaway Bunny, both illustrated by Clement Hurd.",https://en.wikipedia.org/wiki/Margaret_Wise_Brown,http://upload.wikimedia.org/wikipedia/en/thumb/9/93/Margaret_Wise_Brown.png/220px-Margaret_Wise_Brown.png,HarperCollins
Mario Puzo,American (Italo-American),"Mario Gianluigi Puzo was an American author, screenwriter and journalist. He is known for his crime novels about the Mafia, most notably The Godfather, which he later co-adapted into a three-part film saga directed by Francis Ford Coppola. ",https://en.wikipedia.org/wiki/Mario_Puzo,http://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Mario_Puzo.jpg/220px-Mario_Puzo.jpg,Penguin Group
George Orwell,,"Eric Arthur Blair, who used the pen name George Orwell, was an English novelist, essayist, journalist and critic. His work is marked by lucid prose, awareness of social injustice, opposition to totalitarianism, and outspoken support of democratic socialism.\n",https://en.wikipedia.org/wiki/George_Orwell,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/George_Orwell_press_photo.jpg/220px-George_Orwell_press_photo.jpg,"Arcturus Publishing,Scholastic Corporation"
George Orwell,,"Eric Arthur Blair, who used the pen name George Orwell, was an English novelist, essayist, journalist and critic. His work is marked by lucid prose, awareness of social injustice, opposition to totalitarianism, and outspoken support of democratic socialism.\n",https://en.wikipedia.org/wiki/George_Orwell,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/George_Orwell_press_photo.jpg/220px-George_Orwell_press_photo.jpg,"Arcturus Publishing,Scholastic Corporation"
Anthony Burgess,English,"John Anthony Burgess Wilson, FRSL _ who published under the pen name Anthony Burgess _ was an English writer and composer. From relatively modest beginnings in a Catholic family in Manchester, he eventually became one of the best known English literary figures of the latter half of the twentieth century.\n",https://en.wikipedia.org/wiki/Anthony_Burgess,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Burgess1.jpg/220px-Burgess1.jpg,W. W. Norton & Company
Antoine de Saint-Exup_ry,French,"Antoine Marie Jean-Baptiste Roger, comte de Saint-Exup_ry was a French writer, poet, aristocrat, journalist, and pioneering aviator. He became a laureate of several of France's highest literary awards and also won the U.S. National Book Award. ",https://en.wikipedia.org/wiki/Antoine_de_Saint-Exup%C3%A9ry,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/11exupery-inline1-500.jpg/275px-11exupery-inline1-500.jpg,Harcourt (publisher)
F. Scott Fitzgerald,American,"Francis Scott Key Fitzgerald, known professionally as F. Scott Fitzgerald, was an American novelist and short story writer, whose works illustrate the Jazz Age. He is widely regarded as one of the greatest American writers of the 20th century. Fitzgerald is considered a member of the ""Lost Generation"" of the 1920s. ",https://en.wikipedia.org/wiki/F._Scott_Fitzgerald,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/F_Scott_Fitzgerald_1921.jpg/220px-F_Scott_Fitzgerald_1921.jpg,Hayes Barton Press
J. R. R. Tolkien,British,"John Ronald Reuel Tolkien CBE FRSL, known by his pen name J. R. R. Tolkien, was an English writer, poet, philologist, and university professor who is best known as the author of the classic high-fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.\n",https://en.wikipedia.org/wiki/J._R._R._Tolkien,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tolkien_1916.jpg/220px-Tolkien_1916.jpg,"Houghton Mifflin Harcourt,Del Rey Books,Harper Collins"
J. R. R. Tolkien,British,"John Ronald Reuel Tolkien CBE FRSL, known by his pen name J. R. R. Tolkien, was an English writer, poet, philologist, and university professor who is best known as the author of the classic high-fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.\n",https://en.wikipedia.org/wiki/J._R._R._Tolkien,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tolkien_1916.jpg/220px-Tolkien_1916.jpg,"Houghton Mifflin Harcourt,Del Rey Books,Harper Collins"
J. R. R. Tolkien,British,"John Ronald Reuel Tolkien CBE FRSL, known by his pen name J. R. R. Tolkien, was an English writer, poet, philologist, and university professor who is best known as the author of the classic high-fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.\n",https://en.wikipedia.org/wiki/J._R._R._Tolkien,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tolkien_1916.jpg/220px-Tolkien_1916.jpg,"Houghton Mifflin Harcourt,Del Rey Books,Harper Collins"
J. R. R. Tolkien,British,"John Ronald Reuel Tolkien CBE FRSL, known by his pen name J. R. R. Tolkien, was an English writer, poet, philologist, and university professor who is best known as the author of the classic high-fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.\n",https://en.wikipedia.org/wiki/J._R._R._Tolkien,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tolkien_1916.jpg/220px-Tolkien_1916.jpg,"Houghton Mifflin Harcourt,Del Rey Books,Harper Collins"
William Shakespeare,,"William Shakespeare was an English poet, playwright, and actor, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet, and the ""Bard of Avon"". ",https://en.wikipedia.org/wiki/William_Shakespeare,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Shakespeare.jpg/220px-Shakespeare.jpg,Barron's Educational Series
Meg Cabot,,"Meg Cabot is an American author of romantic and paranormal fiction for teens and adults and used to write under several pen names, but now writes exclusively under her real name. ",https://en.wikipedia.org/wiki/Meg_Cabot,http://upload.wikimedia.org/wikipedia/commons/b/bf/Megcabot-signing.png,HarperCollins
Markus Zusak,,"Markus Frank Zusak is an Australian writer. He is best known for The Book Thief and The Messenger, two novels for young adults which have been international best-sellers. ",https://en.wikipedia.org/wiki/Markus_Zusak,,Alfred A. Knopf
Shel Silverstein,American,"Sheldon Allan ""Shel"" Silverstein was an American poet, singer-songwriter, cartoonist, screenwriter, and author of children's books. He styled himself as Uncle Shelby in some works. Translated into more than 30 languages, his books have sold over 20 million copies. He was the recipient of two Grammy Awards, as well as a Golden Globe and Academy Award nominee.",https://en.wikipedia.org/wiki/Shel_Silverstein,http://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Ssilverstein.jpg/220px-Ssilverstein.jpg,HarperCollins
Dr. Seuss,,"Theodor Seuss Geisel was an American writer, cartoonist, animator, book publisher, and artist best known for authoring children's books under the pen name Dr. Seuss. ",https://en.wikipedia.org/wiki/Dr._Seuss,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ted_Geisel_NYWTS_2_crop.jpg/220px-Ted_Geisel_NYWTS_2_crop.jpg,"Random House,RH Childrens Books"
Dr. Seuss,,"Theodor Seuss Geisel was an American writer, cartoonist, animator, book publisher, and artist best known for authoring children's books under the pen name Dr. Seuss. ",https://en.wikipedia.org/wiki/Dr._Seuss,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ted_Geisel_NYWTS_2_crop.jpg/220px-Ted_Geisel_NYWTS_2_crop.jpg,"Random House,RH Childrens Books"
Dr. Seuss,,"Theodor Seuss Geisel was an American writer, cartoonist, animator, book publisher, and artist best known for authoring children's books under the pen name Dr. Seuss. ",https://en.wikipedia.org/wiki/Dr._Seuss,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ted_Geisel_NYWTS_2_crop.jpg/220px-Ted_Geisel_NYWTS_2_crop.jpg,"Random House,RH Childrens Books"
Dr. Seuss,,"Theodor Seuss Geisel was an American writer, cartoonist, animator, book publisher, and artist best known for authoring children's books under the pen name Dr. Seuss. ",https://en.wikipedia.org/wiki/Dr._Seuss,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ted_Geisel_NYWTS_2_crop.jpg/220px-Ted_Geisel_NYWTS_2_crop.jpg,"Random House,RH Childrens Books"
Dr. Seuss,,"Theodor Seuss Geisel was an American writer, cartoonist, animator, book publisher, and artist best known for authoring children's books under the pen name Dr. Seuss. ",https://en.wikipedia.org/wiki/Dr._Seuss,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ted_Geisel_NYWTS_2_crop.jpg/220px-Ted_Geisel_NYWTS_2_crop.jpg,"Random House,RH Childrens Books"
Joshua Waitzkin,,"Joshua Waitzkin is an American chess player, martial arts competitor, and author. As a child, he was recognized as a prodigy, and won the U.S. Junior Chess championship in 1993 and 1994. He is the only person to have won the National Primary, Elementary, Junior High School, High School, U.S. Cadet, and U.S. Junior Closed chess championships in his career. The movie Searching for Bobby Fischer is based on his early life.",https://en.wikipedia.org/wiki/Joshua_Waitzkin,http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Joshua_Waitzkin.jpg/220px-Joshua_Waitzkin.jpg,Simon & Schuster
Tim Ferriss,,"Timothy ""Tim"" Ferriss is an American author, entrepreneur and public speaker. He has written a number of self-help books which have appeared on the New York Times, Wall Street Journal, and USA Today bestseller lists, starting with The 4-Hour Workweek.\n",https://en.wikipedia.org/wiki/Tim_Ferriss,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Timothy_Ferriss.jpg/220px-Timothy_Ferriss.jpg,Random House
Max Brooks,American,Maximillian Michael Brooks is an American horror author and screenwriter. He is the son of comedy filmmaker Mel Brooks and actress Anne Bancroft. Brooks's writing focuses on zombie stories. Brooks is also a television and voice-over actor.,https://en.wikipedia.org/wiki/Max_Brooks,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Max_Brooks_%285774439810%29.jpg/220px-Max_Brooks_%285774439810%29.jpg,Random House
David Mitchell (comedian),,"David James Stuart Mitchell is a British comedian, actor and writer. He is half of the comedy duo Mitchell and Webb alongside Robert Webb. The duo starred in the Channel 4 sitcom Peep Show in which Mitchell plays Mark Corrigan. ",https://en.wikipedia.org/wiki/David_Mitchell_(comedian),http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/David_mitchell.jpg/220px-David_mitchell.jpg,Random House
Malcolm Gladwell,,"Malcolm Timothy Gladwell CM is an English-born Canadian journalist, author, and speaker. He has been a staff writer for The New Yorker since 1996. ",https://en.wikipedia.org/wiki/Malcolm_Gladwell,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Malcolmgladwell.jpg/220px-Malcolmgladwell.jpg,"Little, Brown and Company"
Steven Levitt,American,"Steven David ""Steve"" Levitt is an American economist known for his work in the field of crime, in particular on the link between legalized abortion and crime rates. Winner of the 2003 John Bates Clark Medal, he is currently the William B. ",https://en.wikipedia.org/wiki/Steven_Levitt,,HarperCollins
Richard Rhodes,American,"Richard Lee Rhodes is an American historian, journalist and author of both fiction and non-fiction, including the Pulitzer Prize-winning The Making of the Atomic Bomb, and most recently, The Twilight of the Bombs.\n",https://en.wikipedia.org/wiki/Richard_Rhodes,http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Richard_Rhodes.jpg/200px-Richard_Rhodes.jpg,Simon & Schuster
Charles Darwin,British,"Charles Robert Darwin, FRS FRGS FLS FZS was an English naturalist and geologist, best known for his contributions to the science of evolution. ",https://en.wikipedia.org/wiki/Charles_Darwin,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Charles_Darwin_seated_crop.jpg/220px-Charles_Darwin_seated_crop.jpg,Everyman's Library
Jon Krakauer,,"Jon Krakauer is an American writer and mountaineer, primarily known for his writings about the outdoors, especially mountain-climbing. ",https://en.wikipedia.org/wiki/Jon_Krakauer,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Jon_Krakauer_speaking_in_2009.jpg/220px-Jon_Krakauer_speaking_in_2009.jpg,"Doubleday (publisher),Pan Books"
